product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
220,amet eros,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",343.08,14.7,clothing,Skyble,81,Orange,large,5.6,2020-12-05,3.6,148,nulla,2.5,664,free,16.27
221,felis eu sapien,Nulla tempus.,721.72,30.22,electronics,Fivespan,504,Orange,large,4.0,2019-12-13,4.1,749,parturient,4.5,251,express,17.18
222,vehicula condimentum curabitur,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",488.18,19.94,clothing,Skipfire,42,Khaki,extra large,8.7,2018-08-30,2.0,642,in sagittis dui,3.6,796,standard,30.83
223,cubilia curae,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,510.39,12.07,electronics,Roombo,350,Red,extra large,4.3,2011-07-18,3.9,174,in felis donec semper sapien,4.0,575,express,38.61
224,augue luctus tincidunt nulla,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,457.12,25.46,toys,InnoZ,24,Mauv,small,4.0,2013-12-16,2.7,983,vehicula condimentum curabitur in,2.3,20,free,47.39
225,nullam sit amet turpis,Curabitur at ipsum ac tellus semper interdum.,227.27,21.17,home decor,Skipfire,464,Teal,medium,7.0,2013-11-14,1.5,425,aliquam convallis nunc proin at turpis,1.8,402,express,11.97
226,sapien ut nunc,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",203.23,6.53,beauty,Oodoo,115,Pink,extra large,6.0,2020-04-17,1.0,806,tortor quis turpis,3.9,515,free,36.42
227,ligula pellentesque ultrices phasellus,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,540.91,34.16,electronics,Browsezoom,149,Turquoise,small,7.5,2014-08-22,3.4,626,cursus vestibulum proin eu,3.1,548,express,21.12
228,sit amet,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",491.25,34.16,clothing,Kwideo,654,Yellow,extra large,6.6,2010-05-09,2.4,407,vestibulum aliquet,3.6,298,free,46.39
229,odio elementum eu interdum,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",520.45,8.07,beauty,Pixoboo,683,Mauv,large,8.7,2013-03-26,2.9,865,velit donec diam neque,1.3,198,free,29.59
230,cubilia curae,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",362.67,32.79,beauty,Feedfire,532,Red,small,1.8,2013-11-29,4.1,802,nulla integer pede,4.6,103,express,16.84
231,quam turpis,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",144.98,17.29,home decor,Teklist,54,Fuscia,extra large,4.3,2011-12-17,2.9,274,at nulla suspendisse potenti cras in,3.2,464,standard,6.32
232,sapien placerat ante nulla,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,239.65,36.31,home decor,Flashpoint,519,Goldenrod,large,6.2,2010-03-20,2.6,346,erat id mauris vulputate elementum nullam,4.6,661,standard,1.44
233,odio curabitur convallis,Nam tristique tortor eu pede.,532.53,39.1,home decor,Fiveclub,692,Aquamarine,extra large,3.0,2022-04-04,2.3,308,ac nibh fusce lacus purus aliquet,1.6,518,free,4.66
234,in consequat,Phasellus in felis. Donec semper sapien a libero.,180.09,43.38,toys,Jabbersphere,798,Khaki,extra large,0.1,2018-01-17,1.8,272,amet,1.7,919,express,25.01
235,justo maecenas,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",709.96,28.28,clothing,Jetpulse,351,Puce,large,0.2,2016-04-10,2.6,989,tincidunt eget,2.5,412,free,46.92
236,posuere felis sed lacus,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,406.37,22.03,home decor,Dynazzy,181,Orange,extra large,5.8,2021-09-02,4.6,31,vitae quam suspendisse potenti,1.9,982,express,0.74
237,diam in magna bibendum,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",443.13,30.8,home decor,Meemm,806,Turquoise,small,1.1,2010-02-12,1.5,365,mi nulla ac enim in,2.6,521,express,29.81
238,erat eros,Integer non velit.,366.68,42.76,clothing,Dabjam,584,Indigo,small,2.2,2014-10-18,1.1,32,potenti nullam porttitor lacus,1.7,916,free,18.03
239,ullamcorper purus sit amet,Sed accumsan felis.,691.34,31.09,home decor,Katz,148,Turquoise,medium,8.9,2014-04-14,1.4,649,nibh quisque id justo,2.1,133,standard,43.11
240,et magnis,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",149.64,3.75,beauty,Demivee,762,Pink,large,6.2,2018-11-06,3.7,803,ullamcorper purus sit amet,2.0,440,free,2.66
241,ante vel ipsum praesent,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,31.4,29.29,electronics,Realbuzz,873,Mauv,extra large,8.3,2021-01-05,2.2,150,sapien placerat ante nulla,3.2,904,standard,5.62
242,lacinia eget tincidunt eget,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,851.11,21.89,home decor,Kaymbo,88,Purple,extra large,5.7,2021-08-08,4.3,367,congue vivamus,4.0,845,standard,18.43
243,magnis dis parturient,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",109.77,4.08,toys,Devpulse,364,Goldenrod,large,6.6,2013-10-04,3.5,116,vestibulum ante ipsum primis in,1.5,968,standard,44.47
244,vel nulla eget eros,Vivamus tortor.,722.93,38.79,electronics,Oba,182,Indigo,small,3.3,2016-02-05,2.9,960,consequat dui nec nisi,1.9,463,standard,9.05
245,in consequat ut nulla,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",949.68,21.74,home decor,Jabberstorm,959,Puce,large,4.5,2021-04-13,3.2,128,adipiscing,1.8,310,express,20.63
246,orci vehicula condimentum curabitur,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,748.4,39.4,clothing,Voonder,892,Aquamarine,extra large,7.7,2012-05-01,4.2,592,vel,2.4,526,free,44.68
247,donec dapibus duis at,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,182.02,6.61,electronics,Thoughtstorm,728,Blue,extra large,6.0,2010-08-15,3.3,768,nulla tellus in sagittis dui,1.1,797,standard,37.8
248,dui proin leo,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,53.11,8.98,home decor,Tavu,453,Indigo,small,1.7,2011-08-02,3.0,161,ut rhoncus aliquet pulvinar sed nisl,2.3,780,standard,22.16
249,lacus at turpis donec,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.,74.36,19.86,clothing,Camido,695,Purple,medium,4.6,2014-10-07,4.2,501,ut nunc vestibulum ante,1.8,236,standard,44.74
250,quis augue luctus tincidunt,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,224.86,37.68,electronics,Zoovu,210,Khaki,medium,6.2,2012-09-24,3.4,531,nulla neque libero,3.4,76,standard,38.06
251,cursus id,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",553.09,4.35,clothing,Brightdog,961,Teal,small,8.2,2019-12-26,3.3,271,integer aliquet,4.1,980,standard,25.14
252,magnis dis,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",352.63,14.08,beauty,Gabcube,972,Orange,small,1.9,2010-04-28,3.3,404,dolor vel est donec odio justo,2.6,3,free,13.37
253,nisl nunc rhoncus,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,100.1,44.01,electronics,Buzzster,300,Yellow,small,6.3,2010-06-01,2.9,330,vestibulum quam sapien,1.2,901,standard,29.53
254,proin interdum mauris non,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,58.75,32.39,clothing,BlogXS,617,Indigo,extra large,2.5,2010-04-09,4.0,996,nisi venenatis tristique fusce congue diam,1.9,771,standard,0.91
255,praesent blandit,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",389.0,23.15,toys,Photospace,773,Orange,medium,2.5,2017-05-11,2.3,983,consequat dui nec nisi volutpat,4.7,683,express,19.85
256,donec quis orci,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",874.64,2.35,home decor,Gigabox,128,Teal,medium,0.5,2016-01-08,3.2,542,ultrices erat tortor sollicitudin mi sit,2.8,376,standard,5.62
257,integer ac,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",483.92,44.94,electronics,Dabfeed,589,Blue,medium,3.9,2015-08-29,1.9,724,donec odio,3.9,484,express,39.98
258,justo in hac,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,846.71,27.78,home decor,Shuffletag,252,Purple,medium,4.3,2016-05-07,2.1,345,proin interdum mauris non ligula,2.3,451,free,10.92
259,platea dictumst morbi vestibulum,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",699.21,31.48,toys,Yata,169,Violet,small,9.6,2014-02-17,4.6,420,tincidunt eget tempus,1.7,776,express,19.24
260,integer ac leo,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",346.22,0.61,toys,Skalith,467,Maroon,small,4.6,2012-04-30,3.6,949,sit amet eros suspendisse accumsan,1.5,719,free,48.4
261,ac tellus semper interdum,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",835.6,21.7,home decor,Eare,99,Maroon,extra large,7.6,2010-04-15,3.8,430,pretium iaculis justo in hac habitasse,4.0,808,express,20.17
262,morbi a ipsum integer,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",729.25,39.88,home decor,Skippad,931,Yellow,small,1.2,2013-01-27,3.6,902,eu magna vulputate luctus,1.8,178,free,40.51
263,consequat dui nec,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",20.55,2.71,beauty,Tagopia,792,Crimson,large,9.8,2021-07-12,3.9,514,ultrices posuere cubilia,4.8,538,standard,39.29
264,congue eget semper rutrum,Quisque id justo sit amet sapien dignissim vestibulum.,881.62,17.75,clothing,Eamia,8,Fuscia,extra large,1.7,2022-10-26,3.5,676,in porttitor pede justo eu,3.3,835,free,12.01
265,auctor gravida sem,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",261.44,21.71,electronics,Mynte,945,Pink,large,7.2,2013-05-31,2.8,842,morbi vel lectus in quam,2.8,660,standard,38.31
266,posuere nonummy integer non,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",769.51,33.35,toys,Topdrive,34,Yellow,medium,1.6,2011-04-30,1.5,971,nulla ultrices aliquet,1.3,327,standard,20.51
267,parturient montes nascetur,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",169.48,15.53,beauty,Buzzshare,553,Teal,medium,7.4,2013-04-19,2.7,30,id nisl venenatis lacinia,3.6,187,express,4.67
268,sapien cursus vestibulum,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,185.36,19.6,home decor,Trilith,837,Indigo,medium,1.4,2021-04-06,2.9,597,ornare consequat lectus,1.7,735,express,19.88
269,tristique est,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,316.86,10.23,clothing,Vinder,684,Crimson,extra large,4.0,2018-01-18,1.3,420,sodales scelerisque mauris,2.8,923,free,43.62
270,nisl nunc,Nulla tellus.,38.82,43.87,home decor,Jamia,999,Maroon,extra large,6.1,2017-03-22,3.4,132,augue aliquam erat,4.8,914,standard,3.19
271,ultrices posuere,Praesent blandit.,347.18,27.82,toys,Blogspan,492,Yellow,extra large,9.0,2012-02-14,2.0,971,quis orci nullam molestie,4.0,74,free,35.23
272,ligula in lacus curabitur,Duis at velit eu est congue elementum.,433.38,1.99,home decor,Skinix,309,Orange,small,6.5,2012-09-06,1.8,409,quis odio consequat,3.1,409,free,24.22
273,convallis eget eleifend,Maecenas rhoncus aliquam lacus.,354.63,43.35,home decor,Fatz,47,Puce,extra large,0.7,2018-09-16,4.4,112,aliquet massa id lobortis convallis tortor,3.3,224,express,45.58
274,nam ultrices,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",829.61,39.93,beauty,Quimm,931,Red,medium,8.1,2014-09-29,2.5,472,congue etiam justo etiam pretium iaculis,3.8,652,standard,24.43
275,fermentum donec ut,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",311.29,40.66,beauty,Skajo,841,Purple,extra large,3.2,2022-07-07,3.9,726,sapien ut,3.1,35,free,39.84
276,justo nec condimentum,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,573.46,49.32,clothing,Skimia,960,Yellow,large,8.5,2021-10-09,3.0,361,vivamus vestibulum sagittis sapien cum sociis,3.7,162,express,24.32
277,volutpat convallis morbi,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,200.19,2.2,electronics,Riffpedia,822,Yellow,large,7.6,2013-12-22,1.5,671,viverra eget,4.1,903,free,26.92
278,ac diam cras,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",948.57,22.98,home decor,Thoughtstorm,924,Orange,small,7.7,2017-09-17,1.9,918,quam sollicitudin,4.1,730,standard,29.69
279,lobortis vel dapibus at,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,168.53,47.75,beauty,Eidel,264,Pink,large,0.3,2010-07-07,1.9,524,in faucibus orci luctus et ultrices,2.5,236,free,4.89
280,vulputate luctus,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",650.5,20.17,home decor,Skipfire,540,Yellow,medium,0.4,2015-04-13,4.7,998,consequat nulla nisl,1.8,396,free,12.38
281,vestibulum eget,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,357.02,40.61,clothing,Browseblab,275,Purple,large,5.4,2012-03-18,1.7,622,mi pede malesuada in imperdiet et,4.0,893,standard,1.66
282,morbi a ipsum integer,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,53.89,1.31,toys,Digitube,287,Pink,medium,9.9,2011-12-15,3.0,664,aliquam,1.2,318,express,1.8
283,phasellus in felis,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",727.27,17.89,home decor,Npath,583,Aquamarine,extra large,5.8,2019-12-22,3.6,206,metus vitae ipsum,2.5,990,express,20.07
284,ultrices posuere cubilia curae,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",154.01,11.85,clothing,Digitube,58,Yellow,small,3.2,2016-10-01,3.4,68,commodo vulputate justo,4.6,876,express,2.5
285,sit amet justo,Nulla tempus.,221.87,33.14,clothing,Shuffledrive,925,Green,small,9.7,2011-03-28,3.9,278,nascetur ridiculus mus etiam,4.4,641,express,34.09
286,urna ut tellus,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",866.28,23.1,home decor,Blogpad,313,Orange,extra large,6.2,2019-05-18,3.4,455,justo morbi,3.5,541,free,35.63
287,auctor gravida sem,In blandit ultrices enim.,718.22,26.33,electronics,Kwimbee,289,Indigo,extra large,7.7,2011-02-18,1.8,116,sociis,2.2,59,express,22.65
288,magna vestibulum,Aliquam sit amet diam in magna bibendum imperdiet.,395.6,31.15,electronics,Eimbee,463,Pink,extra large,0.2,2020-01-25,1.5,441,consectetuer adipiscing elit proin risus praesent,1.0,949,free,0.17
289,libero nam,Curabitur gravida nisi at nibh.,897.04,20.17,electronics,Mymm,755,Yellow,small,2.2,2018-12-24,3.9,775,nisi volutpat eleifend,3.2,791,free,3.17
290,elit proin interdum mauris,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,766.44,11.41,electronics,Jetpulse,714,Orange,extra large,7.8,2022-12-27,3.8,163,parturient,3.2,688,express,2.67
291,nunc donec quis,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",397.2,10.19,toys,Gabtune,228,Blue,small,6.2,2012-01-23,3.2,774,ante vestibulum,3.0,703,free,11.35
292,blandit non interdum in,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",44.41,18.58,electronics,Zoonder,272,Blue,extra large,8.9,2015-07-27,3.3,619,porttitor id,3.6,37,express,16.23
293,vel est donec,Suspendisse potenti. In eleifend quam a odio.,198.34,35.34,electronics,Edgeblab,807,Indigo,medium,6.7,2016-12-22,1.6,768,odio cras,2.2,293,express,24.44
294,nam ultrices libero non,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",224.57,32.66,clothing,Bubblebox,688,Aquamarine,medium,9.5,2012-11-26,1.9,501,est congue elementum in,4.2,530,express,23.33
295,est quam pharetra magna,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",128.78,44.06,beauty,Twitterbridge,142,Violet,large,0.3,2018-09-27,2.9,305,viverra pede ac diam cras pellentesque,4.2,476,express,5.41
296,risus semper porta volutpat,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",108.24,24.72,home decor,Jabberbean,34,Turquoise,small,7.4,2017-04-01,1.9,607,quam a,4.0,212,free,29.35
297,sagittis dui,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",281.13,43.53,clothing,Lazzy,130,Orange,extra large,4.9,2013-05-09,2.7,747,quisque id justo sit amet,2.3,961,express,14.42
298,ultrices posuere cubilia curae,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,744.09,41.53,toys,Youspan,951,Pink,small,3.2,2016-05-12,4.5,470,proin interdum mauris non ligula,1.6,838,standard,45.5
299,ridiculus mus vivamus vestibulum,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",988.98,30.54,clothing,Trupe,297,Goldenrod,extra large,6.8,2014-01-03,1.9,852,vestibulum,1.2,657,free,10.76
300,vivamus tortor duis mattis,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",544.39,7.57,clothing,Pixope,935,Goldenrod,medium,9.4,2018-12-15,4.4,612,sed sagittis nam,2.1,640,express,47.04
301,luctus et ultrices posuere,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",900.3,10.8,beauty,Feedfish,439,Red,extra large,1.2,2020-07-15,4.3,665,eros viverra eget,3.5,950,free,22.28
302,vel enim,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",235.41,48.93,home decor,Zoomdog,236,Indigo,large,9.9,2017-12-02,2.9,201,feugiat non pretium,2.2,153,standard,49.76
303,adipiscing molestie hendrerit at,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,503.83,34.07,home decor,Voonder,916,Fuscia,extra large,1.2,2016-06-05,2.0,194,nisl nunc nisl duis bibendum,1.4,906,standard,6.75
304,odio cras mi pede,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,978.92,49.6,beauty,Teklist,322,Indigo,small,1.1,2018-02-28,2.1,455,vel enim sit,2.8,233,standard,14.06
305,nec molestie sed justo,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",691.23,12.44,beauty,Gigashots,142,Puce,small,6.9,2021-10-20,3.7,580,dui maecenas,2.4,355,standard,8.12
306,sapien non,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",836.29,7.49,home decor,Edgeclub,525,Maroon,small,0.5,2018-03-16,2.0,352,interdum mauris non ligula pellentesque ultrices,2.5,457,free,23.78
307,at nunc,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",790.21,11.62,home decor,Jaloo,950,Green,large,7.5,2017-12-22,3.3,879,consequat,2.7,575,standard,40.31
308,ut volutpat sapien arcu,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",919.24,18.96,beauty,Flashpoint,961,Fuscia,small,8.5,2014-02-07,1.4,546,in sagittis dui vel nisl duis,2.2,247,standard,38.24
309,pellentesque at nulla,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",377.03,13.14,clothing,Rhybox,179,Mauv,medium,0.4,2012-11-15,4.8,761,in faucibus,2.8,268,express,20.66
310,erat curabitur gravida,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",12.11,24.27,electronics,Youspan,711,Goldenrod,small,5.9,2015-12-06,4.2,718,mattis pulvinar,3.2,802,free,3.36
311,a suscipit nulla,Proin interdum mauris non ligula pellentesque ultrices.,906.46,12.38,electronics,Katz,150,Puce,large,5.2,2013-12-27,4.0,505,placerat praesent blandit nam nulla,4.9,382,standard,11.49
312,auctor gravida sem,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",671.83,12.68,toys,Twimm,501,Purple,extra large,7.2,2019-05-12,2.7,735,tempor convallis nulla neque,1.5,69,free,1.89
313,vitae consectetuer,In quis justo.,93.52,4.49,toys,Agimba,166,Green,large,6.6,2021-06-06,4.5,776,pretium iaculis diam erat fermentum,2.7,989,express,3.3
314,nunc viverra,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",871.92,15.02,beauty,Wikido,802,Yellow,medium,7.4,2013-06-08,2.5,358,consequat ut nulla sed,2.7,223,express,9.4
315,feugiat non pretium quis,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",835.9,38.43,electronics,Shuffledrive,872,Goldenrod,extra large,5.3,2020-06-01,2.3,801,pretium iaculis diam,1.9,644,standard,17.01
316,volutpat sapien arcu,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",243.74,36.77,beauty,Plambee,528,Turquoise,small,0.8,2022-06-02,1.7,902,at dolor quis odio,4.5,102,express,44.45
